kode,display,nama_pemeriksaan,kategori,permintaan_hasil,sumber
81160-4,US.doppler Pediatric limited Head,US doppler kepala anak,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24534-0,US.doppler Abdominal vessels,US doppler pembuluh darah abdomen,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24534-0,US.doppler Abdominal vessels,US doppler pembuluh darah abdomen atas,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39426-2,US.doppler Renal vessels,US doppler pembuluh darah abdomen bawah (ginjal),Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24534-0,US.doppler Abdominal vessels,US doppler pembuluh darah abdomen lengkap,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
43572-7,US.doppler Abdominal vessels limited,US doppler pembuluh darah abdomen pemeriksaan terbatas,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39442-9,US.doppler Lower extremity vessels - right,US doppler pembuluh darah ekstremitas bawah kanan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39431-2,US.doppler Lower extremity vessels - left,US doppler pembuluh darah ekstremitas bawah kiri,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
46379-4,US.doppler Upper extremity vessels - bilateral,US doppler pembuluh darah ekstremitas superior bilateral,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39444-5,US.doppler Upper extremity vessels - right,US doppler pembuluh darah ekstremitas superior kanan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39433-8,US.doppler Upper extremity vessels - left,US doppler pembuluh darah ekstremitas superior kiri,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39426-2,US.doppler Renal vessels,US doppler pembuluh darah ginjal dan renovascular,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80859-2,US.doppler Heart,US doppler pembuluh darah jantimg,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
42152-9,US.doppler Pelvis vessels limited,US doppler pembuluh darah pelvis pemeriksaan terbatas,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80874-1,US.doppler Penis vessels,US doppler pembuluh darah penis pemeriksaan lengkap,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80873-3,US.doppler Penis limited,US doppler pembuluh darah penis pemeriksaan terbatas,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39446-0,US.doppler Testicular vessels,US doppler pembuluh darah testis,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
48742-1,US.doppler Scrotum and testicle,US doppler skrotum,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80872-5,US.doppler Uterus and Fallopian tubes W saline IU,US doppler untuk SIS (Saline Infusion Sonohysterography),Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39449-4,US.doppler Extremity vein,US doppler vena ekstremitas,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39507-9,US.doppler Upper extremity vein - right,US doppler vena ekstremitas atas kanan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39501-2,US.doppler Upper extremity vein - left,US doppler vena ekstremitas atas kiri,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39418-9,US.doppler Extremity vein - bilateral,US doppler vena ekstremitas bilateral,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
69283-0,US.doppler Extremity veins - bilateral,US doppler vena ekstremitas bilateral lengkap,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39440-3,US.doppler Extremity vein - right,US doppler vena ekstremitas kanan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39429-6,US.doppler Extremity vein - left,US doppler vena ekstremitas kiri,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39443-7,US.doppler Lower extremity vein - right,US DVT (Deep Vein Thrombosis) kanan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39432-0,US.doppler Lower extremity vein - left,US DVT (Deep Vein Thrombosis) kiri,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
42148-7,US Heart,US echocardiografi dengan pemakaian zat kontras,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
85475-2,US Heart Transesophageal,US echocardiografi transesofagus,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
59281-6,US Heart Transthoracic,US echocardiografi transthorakal,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24731-2,US Head,US ekoensefalografi B-scan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24693-4,US Extremity,US ekstremitas lengkap,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39526-9,US Extremity limited,US ekstremitas terbatas,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24711-4,US Gallbladder,US empedu,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
30704-1,US Abdomen limited,US FAST abdomen,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
33069-6,Fetal nuchal translucency measured by US,US fetal nuchal translucency,Radiologi,Hasil,bag1/Example LOINC Terminology (User
24881-5,US Popliteal space,US genu,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
38036-0,US Kidney,US ginjal,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
69402-6,US Kidney - bilateral and Urinary bladder,US ginjal dan saluran kemih,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
58743-6,US Guidance for ablation of tissue of Unspecified body region,US guidance ablasi leiomyomata uteri,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
25059-7,US Guidance for biopsy of Unspecified body region,US guidance biopsi atau pengeluaran cairan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80853-5,US Guidance for injection of Elbow,US guidance injeksi elbow,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
97396-6,US Guidance for injection of Elbow - bilateral,US guidance injeksi elbow bilalteral,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80882-4,US Guidance of Unspecified body region-- during surgery,US guidance intraoperasi,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39139-1,US Guidance for vascular access of Unspecified body region,US guidance untuk akses vaskular,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24537-3,US Guidance for aspiration of amniotic fluid of Uterus,US guidance untuk amniosentesis,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39452-8,US Guidance for fluid aspiration of Ovary,US guidance untuk aspirasi sel telur,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
42463-0,US Guidance for biopsy of Endomyocardium,US guidance untuk biopsi endomiokardium,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
58743-6,US Guidance for ablation of tissue of Unspecified body region,US guidance untuk monitoring ablasi jaringan viseral,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
64993-9,US Guidance for placement of needle in Unspecified body region,"US guidance untuk pemasangan jarum (biopsi, aspirasi, injeksi, lokalisasi alat)",Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
43487-8,US Guidance for placement of radiation therapy fields in Unspecified body region,US guidance untuk pemasangan lapang radiasi terapi,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
82124-9,US Guidance for radiation treatment of Unspecified body region,US guidance untuk pemasangan radioelemen interstisial,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39040-1,US AV fistula,US guidance untuk perbaikan kompresi pseudoaneurisma arteri atau fistula arteriovena,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
30703-3,US Guidance for fluid aspiration of Pericardial space,US guidance untuk perikardiosentesis,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
69400-0,US Guidance for chorionic villus sampling,US guidance untuk sampling vilus korion,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
69391-1,US Guidance for cordocentesis,US guidance untuk transfusi janin intrauterin atau kordosentesis,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
81164-6,US Pediatric limited Hip - bilateral,US hip anak,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24719-7,US Groin,US inguinal,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80858-4,US Head and neck soft tissue,US jaringan lunak kepala dan leher,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
11525-3,US for pregnancy,US kehamilan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80834-5,US for multiple gestation pregnancy in first trimester,US kehamilan kembar trimester 1,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80835-2,US transabdominal and transvaginal for multiple gestation pregnancy in first trimester,US kehamilan kembar trimester 1 (transabdominal dan transvaginal),Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80836-0,US for multiple gestation pregnancy in second or third trimester,US kehamilan kembar trimester 2 atau 3,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80869-1,US for pregnancy in first trimester,US kehamilan tunggal trimester 1,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80867-5,US transabdominal and transvaginal for pregnancy in first trimester,US kehamilan tunggal trimester 1 (transabdominal dan transvaginal),Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80866-7,US for pregnancy in second or third trimester,US kehamilan tunggal trimester 2 atau 3,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
81158-8,US Pediatric Head,US kepala anak,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24842-7,US Neck,US leher,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24842-7,US Neck,US leher lengkap,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
28614-6,US Liver,US liver,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24601-7,US Breast,US mammae,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
30853-6,US Breast duct W contrast intra duct,US mammae dengan kontras intraduktal,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
98035-9,US Eye,US mata,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
99826-0,US.A-scan Eye,US mata A-scan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
37608-7,US Guidance for localization of foreign body of Eye,US mata lokalisasi benda asing,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80855-0,US Extremity musculoskeletal tissue,US muskuloskeletal,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
80855-0,US Extremity musculoskeletal tissue,US muskuloskeletal bilateral,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
38048-5,US Femur - right,US muskuloskeletal trochanter kanan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
38037-8,US Femur - left,US muskuloskeletal trochanter sinistra,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24859-1,US Pancreas,US pankreas,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24869-0,US Pelvis,US pelvis,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24869-0,US Pelvis,US pelvis (nonobstetrik) lengkap,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
38046-9,US Pelvis limited,US pelvis (nonobstetrik) terbatas,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39422-1,US.doppler Lower extremity vessels - bilateral,US pembuluh darah ekstremitas inferior bilateral,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
48770-2,Fetal Biophysical profile panel US,US profil biofisik janin,Radiologi,Permintaan,bag1/Example LOINC Terminology (User
11630-1,Fetal Biophysical profile.amniotic fluid volume US,US profil biofisik janin amniotic fluid volume,Radiologi,Hasil,bag1/Example LOINC Terminology (User
11631-9,Fetal Biophysical profile.body movement US,US profil biofisik janin body movement,Radiologi,Hasil,bag1/Example LOINC Terminology (User
11632-7,Fetal Biophysical profile.breathing movement US,US profil biofisik janin breathing movement,Radiologi,Hasil,bag1/Example LOINC Terminology (User
11633-5,Fetal Heart rate reactivity US,US profil biofisik janin heart rate reactivity,Radiologi,Hasil,bag1/Example LOINC Terminology (User
11635-0,Fetal Biophysical profile.tone US,US profil biofisik janin tonus,Radiologi,Hasil,bag1/Example LOINC Terminology (User
24884-9,US Prostate transrectal,US prostat transrektal,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
39032-8,US for transplanted kidney,US renal hasil transplantasi,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24531-6,US Retroperitoneum,US retroperitoneal B-scan lengkap,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
38047-7,US Retroperitoneum limited,US retroperitoneal B-scan terbatas,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
79374-5,US Abdominal Aorta for screening,US skrining aorta abdominal dengan B-scan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
25002-7,US Scrotum and testicle,US skrotum dan testis,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
25002-7,US Scrotum and testicle,US testis,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24630-6,US Chest,US thorax,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24630-6,US Chest,US thorax B-scan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
25010-0,US Thyroid gland,US thyroid,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
35093-4,Urology urinary tract ultrasound,US tractus urinarius,Radiologi,Permintaan,bag1/Example LOINC Terminology (User
80876-6,US Prostate transrectal for volume measurement,US transrektal prostat untuk pemeriksaan volume,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24677-7,US Pelvis transvaginal,US transvaginal,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
46364-6,US Lower extremity vein - bilateral,US vena ekstremitas inferior bilateral,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
48691-0,US Lower extremity vein - right,US vena ekstremitas inferior kanan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
48692-8,US Lower extremity vein - left,US vena ekstremitas inferior kiri,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
48690-2,US Upper extremity vein - bilateral,US vena ekstremitas superior bilateral,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
48688-6,US Upper extremity vein - right,US vena ekstremitas superior kanan,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
48689-4,US Upper extremity vein - left,US vena ekstremitas superior kiri,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24926-8,US Spine,US vertebra,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
25036-5,US Wrist,US wrist,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
26278-2,US Wrist - bilateral,US wrist bilateral,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
36550-2,XR Abdomen Single view,XR abdomen 1 proyeksi,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
24799-9,XR Abdomen AP,XR abdomen AP,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
83016-6,XR Abdomen GE 3 Views AP and Oblique and Cone,XR abdomen AP oblique dan cone,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
83019-0,XR Chest and Abdomen and Pelvis View babygram,XR abdomen dan thorax babygram,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
36641-9,XR Abdomen 2 Views,XR abdomen dua proyeksi,Radiologi,Permintaan & Hasil,bag1/Example LOINC Terminology (User
